FIPS,% Urban Population,Household Median Income,Median Age,2012 Vote Rate for Democrats,"% White, Non-Latino",% Professional Jobs,Total Population,% of Edits that Were Made by a Local Editor (English Wikipedia),% of Content that Was Contributed by a Local Editor (English Wikipedia),% of Users who are Local (English Wikipedia),% Human-generated (Manual) Content (English Wikipedia),% Human (Manual) Edits (English Wikipedia),Non-spatial Outlink Entropy (English Wikipedia),% of Articles that are C-class or Higher (English Wikipedia),% of Spatial Outlinks to Governmental Articles (English Wikipedia),Tag Entropy (OpenStreetMap),Page Count (English Wikipedia)
6103,48.5,41924,39.5,34.8,71.9,0.248,63463,0.198,0.081,0.125,0.874,0.747,8.52,0,0.142,3.07,64
6105,0.0,36890,49.3,47.1,83.5,0.318,13786,0.42,0.389,0.135,0.939,0.787,8.287,0.094,0.066,4.3,58
6107,84.5,42708,29.6,40.1,32.6,0.237,442179,0.592,0.706,0.221,0.897,0.803,8.435,0.062,0.121,3.34,258
6109,51.0,48426,47.3,40.6,81.9,0.323,55365,0.434,0.55,0.137,0.891,0.774,8.348,0.05,0.098,2.24,118
6111,96.9,76544,36.2,51.6,48.7,0.374,823318,0.534,0.692,0.28,0.943,0.89,9.148,0.113,0.034,4.04,256
6113,93.1,55918,30.4,65.2,49.9,0.451,200849,0.506,0.646,0.268,0.957,0.88,8.511,0.052,0.051,7.14,140
6115,73.8,44902,32.1,38.8,58.8,0.273,72155,0.483,0.624,0.125,0.917,0.746,7.724,0.011,0.056,4.77,94
8001,96.4,56270,32.4,56.3,53.2,0.29,441603,0.339,0.234,0.192,0.843,0.8,8.612,0.1,0.134,6.73,76
8003,63.1,34520,32.9,56.7,49.6,0.31,15445,0.214,0.11,0.116,0.846,0.765,8.732,0.033,0.105,3.25,34
8005,98.4,60651,35.7,53.2,63.2,0.397,572003,0.468,0.434,0.271,0.913,0.9,9.11,0.053,0.076,5.78,124
8007,40.6,48933,48.4,39.7,78.2,0.346,12084,0.36,0.247,0.115,0.862,0.708,7.775,0,0.143,4.19,27
8009,0.0,38829,47.4,22,87.7,0.366,3788,0.242,0.13,0.086,0.721,0.597,7.841,0.053,0.239,5.89,17
8011,62.0,37340,39.8,41.4,59,0.346,6499,0.137,0.057,0.068,0.907,0.739,7.654,0,0.071,3.59,18
8013,91.1,67956,35.8,69.6,79.4,0.527,294567,0.458,0.374,0.307,0.923,0.893,8.82,0.089,0.079,5.1,164
8014,99.4,77998,36.4,51.7,79.4,0.491,55889,0.332,0.274,0.17,0.879,0.853,8.153,0.091,0.098,5.06,9
8015,62.6,46504,47.4,48.6,86.6,0.372,17809,0.583,0.485,0.124,0.92,0.812,7.763,0.016,0.072,3.05,65
8017,0.0,51641,42.7,15.5,88.1,0.417,1836,0.296,0.124,0.07,0.777,0.611,7.128,0,0.176,4.97,9
8019,0.0,67259,46.6,54.2,92.1,0.339,9088,0.348,0.341,0.133,0.9,0.818,8.281,0.054,0.067,4.08,58
8021,0.0,34526,38.2,54.1,41.8,0.339,8256,0.581,0.179,0.124,0.748,0.74,7.367,0.056,0.147,2.86,18
8023,0.0,29145,49,73,30.8,0.275,3524,0.381,0.239,0.097,0.871,0.753,7.742,0,0.05,2.6,23
8025,0.0,31477,38.9,35.6,57.9,0.274,5823,0.011,0,0.015,0.599,0.468,6.877,0,0.259,3.72,6
8027,0.0,32427,53.3,32,92,0.272,4255,0.196,0.105,0.104,0.838,0.732,7.716,0.043,0.095,2.92,21
8029,36.8,42078,45.6,29,83,0.306,30952,0.396,0.25,0.161,0.793,0.7,7.899,0.071,0.235,2.87,31
8031,100.0,50313,33.7,73.5,52.2,0.431,600158,0.533,0.479,0.276,0.968,0.89,8.883,0.077,0.01,6.96,319
8033,0.0,37750,44.7,27,90.9,0.354,2064,0.427,0.404,0.062,0.833,0.685,7.581,0,0.129,5.09,16
8035,89.7,101591,36.6,36,85.2,0.54,285465,0.42,0.437,0.264,0.798,0.826,8.484,0.074,0.182,4.67,75
8037,80.0,74456,34,56.3,67.3,0.353,52197,0.365,0.308,0.18,0.852,0.79,8.125,0.085,0.111,5.17,77
8039,0.0,82118,43.8,25.3,91,0.407,23086,0.277,0.184,0.115,0.773,0.648,7.441,0.077,0.246,3.79,14
8041,91.1,57125,34.1,38.1,72,0.403,622263,0.481,0.602,0.258,0.94,0.892,8.978,0.101,0.057,4.74,267
8043,73.6,39943,43.6,32.8,80.4,0.269,46824,0.493,0.439,0.141,0.851,0.854,8.238,0.038,0.094,3.84,52
8045,75.9,57022,34.5,46.4,68.8,0.28,56389,0.285,0.199,0.152,0.845,0.779,8.175,0.032,0.155,4.63,62
8047,0.0,63885,45.6,56.7,90.9,0.352,5441,0.278,0.243,0.061,0.866,0.759,7.879,0.25,0.125,5.11,14
8049,17.4,64664,41.2,44.9,89.7,0.309,14843,0.399,0.393,0.173,0.882,0.777,8.065,0.064,0.091,3.39,77
8051,41.4,52332,34.3,57.7,89.1,0.35,15324,0.518,0.459,0.161,0.936,0.827,8.299,0.099,0.057,3.54,81
8053,0.0,56667,47.1,38.1,93.2,0.396,843,0.385,0.438,0.078,0.923,0.792,7.561,0.042,0.082,3.13,26
8055,43.9,33298,51.8,52.4,61.9,0.38,6711,0.289,0.238,0.129,0.908,0.795,7.986,0.057,0.138,2.88,28
8057,0.0,43606,47.3,25.5,87.4,0.288,1394,0.281,0.291,0.068,0.908,0.716,7.835,0,0.117,3.11,25
8059,93.1,68984,40.4,51,79.9,0.436,534543,0.45,0.526,0.237,0.917,0.902,9.152,0.073,0.063,6.06,190
8061,0.0,40813,47.4,14.4,93.3,0.412,1398,0.253,0.226,0.139,0.87,0.868,7.889,0.063,0.119,5.14,16
8063,51.3,44157,39.7,22.4,76.4,0.279,8270,0.388,0.167,0.131,0.644,0.675,7.476,0.091,0.329,6.61,11
8065,68.9,44610,35,60.4,58.2,0.319,7310,0.384,0.492,0.12,0.947,0.856,8.798,0.133,0.02,3.2,41
8067,40.1,58080,38.4,52.9,80.3,0.39,51334,0.39,0.256,0.165,0.927,0.838,8.428,0.043,0.123,5.05,49
8069,88.3,58626,35.5,51.4,84.5,0.426,299630,0.47,0.512,0.283,0.952,0.878,8.713,0.07,0.029,3.54,191
8071,59.2,42261,43.9,50.2,54.2,0.257,15507,0.333,0.371,0.121,0.878,0.767,8.241,0.078,0.12,2.04,54
8073,0.0,41910,40.9,23.9,79.5,0.331,5467,0.245,0.13,0.056,0.864,0.698,8.079,0.176,0.132,5.59,17
8075,70.8,40415,38.4,29.6,78.2,0.229,22709,0.266,0.228,0.114,0.696,0.545,7.831,0.043,0.241,3.17,22
8077,87.3,49471,38.1,32.5,83.1,0.323,146723,0.42,0.292,0.186,0.876,0.829,8.658,0.077,0.088,4.32,89
8079,0.0,47083,53.1,44.8,95.2,0.364,712,0.189,0.094,0.103,0.91,0.795,7.871,0.063,0.095,3.39,15
8081,72.6,53231,35.8,21.4,82.7,0.23,13795,0.295,0.134,0.08,0.89,0.768,8.191,0.029,0.102,2.91,35
8083,32.8,43188,42.9,36.7,75.1,0.362,25535,0.385,0.443,0.12,0.902,0.807,8.489,0.1,0.063,5.48,37
8085,55.0,45718,42,30.7,77.5,0.28,41276,0.246,0.247,0.118,0.869,0.737,8.102,0.116,0.151,3.56,43
8087,67.5,43774,36,35.9,61.7,0.262,28159,0.236,0.118,0.144,0.804,0.652,8.06,0,0.145,4.59,30
8089,65.6,33848,40.9,44.4,56.5,0.318,18831,0.147,0.108,0.105,0.75,0.725,8.131,0.083,0.196,4.95,24
8091,0.0,64601,50,51.5,93.4,0.462,4436,0.343,0.581,0.108,0.897,0.757,7.836,0.071,0.072,4.16,41
8093,0.0,61570,46.9,41.1,91.6,0.318,16206,0.489,0.391,0.174,0.903,0.808,8.132,0.063,0.054,2.68,66
8095,0.0,43011,42.8,26,79.4,0.345,4442,0.038,0.004,0.059,0.686,0.532,7.278,0,0.351,6.36,10
8097,55.8,72745,42,68,87.9,0.409,17148,0.545,0.779,0.142,0.967,0.874,8.393,0.311,0.038,4.89,93
8099,62.1,34391,36.7,31.1,62.7,0.314,12551,0.189,0.085,0.105,0.788,0.721,8.078,0,0.196,4.85,17
8101,85.8,41777,38.7,55.4,54.1,0.294,159063,0.432,0.388,0.173,0.879,0.833,8.539,0.046,0.111,6.45,88
8103,0.0,60128,38,16.9,86.3,0.248,6666,0.121,0.36,0.13,0.848,0.718,8.137,0,0.208,2.58,16
8105,37.5,38993,41,44.5,55.1,0.305,11982,0.347,0.234,0.127,0.83,0.758,7.95,0,0.258,4.16,20
8107,54.8,62002,38.9,56.7,90.6,0.367,23509,0.277,0.308,0.183,0.878,0.79,8.264,0.047,0.156,3.12,43
8109,0.0,34600,43.3,63,56.4,0.294,6108,0.506,0.397,0.114,0.851,0.744,7.746,0.047,0.165,3.22,42
8111,0.0,39583,43.8,52.6,85.1,0.313,699,0.277,0.248,0.092,0.907,0.775,7.731,0.032,0.075,2.64,28
8113,0.0,63594,39.3,70.2,88.5,0.388,7359,0.369,0.273,0.177,0.832,0.799,8.045,0.03,0.178,3.07,33
8115,0.0,40221,49.2,31.3,85.6,0.284,2379,0.009,0,0.021,0.682,0.605,7.577,0,0.277,3.92,8
8117,80.5,63697,36.4,61,82.7,0.32,27994,0.47,0.509,0.234,0.879,0.807,7.833,0.078,0.117,3.23,64
8119,37.4,59040,47,32.1,90.6,0.383,23350,0.281,0.411,0.111,0.918,0.793,8.082,0.067,0.15,4.1,29
8121,0.0,44683,44.2,18,89.4,0.398,4814,0.19,0.082,0.119,0.853,0.64,7.432,0.053,0.164,5.07,20
8123,79.5,57180,33.1,42.1,67.6,0.332,252825,0.366,0.305,0.215,0.832,0.78,8.453,0.106,0.174,5.73,115
8125,35.1,44308,38.5,21.2,77.9,0.252,10043,0.091,0.032,0.08,0.829,0.7,8,0.043,0.182,4.19,23
9001,95.4,82283,39.5,55,66.2,0.43,916829,0.676,0.725,0.359,0.963,0.914,8.435,0.177,0.018,7.78,670
9003,94.6,64967,39.9,62.2,66.1,0.414,894014,0.574,0.678,0.324,0.949,0.893,8.435,0.123,0.037,7.54,531
9005,58.6,71338,44.4,51.1,91.3,0.396,189927,0.597,0.622,0.282,0.919,0.853,8.284,0.089,0.107,6.35,221
9007,75.5,76994,43.1,57.3,86.4,0.451,165676,0.551,0.553,0.241,0.928,0.853,7.604,0.078,0.053,6.05,216
9009,96.4,61996,39.3,61.9,67.5,0.396,862477,0.631,0.676,0.354,0.962,0.902,8.921,0.171,0.029,8.47,521
9011,74.2,66583,40.4,58.3,78.3,0.375,274055,0.565,0.683,0.239,0.947,0.854,7.996,0.16,0.062,6.01,357
9013,61.8,80529,38.3,55.5,87.5,0.423,152691,0.504,0.527,0.253,0.917,0.84,8.228,0.066,0.111,4.81,120
9015,50.2,59333,39.2,55.7,85.4,0.306,118428,0.562,0.543,0.234,0.908,0.784,7.595,0.064,0.14,5.36,144
10001,73.0,55149,36.6,51.7,65.2,0.328,162310,0.432,0.554,0.165,0.903,0.759,7.51,0.025,0.154,6.52,246
10003,95.4,64537,37.2,66.3,61.6,0.418,538479,0.571,0.72,0.252,0.953,0.869,7.969,0.03,0.041,6.76,776
10005,58.7,52710,45.4,42.9,75.6,0.3,197145,0.476,0.632,0.185,0.917,0.759,7.211,0.024,0.094,7.36,330
11001,100.0,65830,33.8,90.9,34.8,0.602,601723,0.635,0.804,0.362,0.979,0.918,9.222,0.174,0.037,7.13,1759
12001,78.8,42149,30.1,57.9,63.7,0.455,247336,0.591,0.727,0.27,0.917,0.882,8.374,0.05,0.045,8.42,181
12003,40.5,49236,36,20.3,82.4,0.298,27115,0.392,0.353,0.1,0.792,0.771,8.058,0.067,0.127,6.68,15
12005,88.0,47461,39.5,27.6,79.2,0.313,168852,0.369,0.416,0.202,0.798,0.796,8.839,0.02,0.16,6.1,65
12007,24.5,40259,39.5,28.6,73.9,0.268,28520,0.156,0.099,0.065,0.731,0.666,8.156,0,0.269,9.23,18
12009,94.9,48039,45.5,43.1,77.6,0.36,543376,0.653,0.711,0.248,0.914,0.866,9.438,0.083,0.048,5.64,253
12011,100.0,51251,39.7,67.2,43.5,0.353,1748066,0.56,0.665,0.3,0.885,0.88,9.039,0.055,0.081,8.98,275
12013,32.5,32780,39.7,27,77.7,0.241,14625,0.349,0.375,0.136,0.788,0.695,8.294,0,0.105,6.04,32
12015,91.1,44378,55.9,42.4,86,0.303,159978,0.44,0.412,0.203,0.8,0.791,8.889,0.04,0.115,4.65,70
12017,65.5,39100,54,38.5,89.6,0.279,141236,0.413,0.312,0.188,0.729,0.723,8.456,0,0.176,7.12,58
12019,85.0,59482,38,26.7,77.2,0.352,190865,0.428,0.363,0.217,0.768,0.732,8.455,0,0.156,6.71,59
12021,91.5,55843,46.9,34.7,65.7,0.293,321520,0.479,0.372,0.229,0.814,0.847,8.874,0.035,0.116,3.39,94
12023,37.9,38070,39.9,31.2,74.7,0.302,67531,0.414,0.417,0.122,0.849,0.756,8.708,0.056,0.097,8.75,37
12027,53.8,34963,38.1,42.3,56.1,0.168,34862,0.25,0.364,0.143,0.844,0.705,8.15,0,0.137,5.13,24
12029,23.0,33981,45.4,25.9,86.6,0.269,16422,0.214,0.158,0.066,0.701,0.619,7.688,0,0.15,6.13,16
12031,97.1,48323,35.8,47.8,56.6,0.347,864263,0.595,0.683,0.272,0.954,0.889,9.125,0.139,0.019,7.28,258
12033,91.7,43918,37.6,39.2,66.2,0.322,297619,0.473,0.417,0.221,0.862,0.851,8.903,0.039,0.092,4.23,124
12035,89.7,47233,47.5,45.9,76.1,0.315,95696,0.265,0.288,0.154,0.839,0.76,8.601,0.043,0.084,4.24,33
12037,32.0,38328,42.4,33.7,79.6,0.233,11549,0.344,0.349,0.119,0.857,0.758,8.848,0.048,0.064,4.17,42
12039,34.6,35380,38.9,70.1,33.1,0.274,46389,0.39,0.316,0.118,0.727,0.609,7.762,0.049,0.225,8.11,40
12041,16.1,38406,40.6,23.8,87.9,0.259,16939,0.089,0.055,0.09,0.846,0.755,7.594,0,0.138,8.22,22
12043,29.4,34694,43.1,40.2,61.7,0.237,12884,0.203,0.548,0.058,0.853,0.623,8.635,0.05,0.102,3.09,20
12045,22.9,40455,42.7,28.3,74.9,0.25,15863,0.238,0.235,0.102,0.821,0.682,8.204,0,0.127,5.3,25
12047,36.5,37716,38.1,41.2,54.9,0.246,14799,0.227,0.271,0.088,0.744,0.636,8.113,0,0.143,6.43,15
12049,52.2,37125,32.8,34.1,48,0.206,27731,0.406,0.305,0.113,0.747,0.667,7.975,0.045,0.196,7.18,22
12051,62.1,35425,32.8,46.6,34.9,0.209,39140,0.351,0.34,0.115,0.72,0.69,8.338,0,0.215,6.69,29
12053,80.6,41024,47.7,45.2,82.1,0.292,172778,0.365,0.378,0.19,0.647,0.729,8.575,0,0.19,5.53,52
12055,78.9,35560,51.5,38,70.7,0.255,98786,0.525,0.548,0.232,0.87,0.811,8.366,0.028,0.096,5.96,72
12057,96.5,49596,36.1,52.8,53.7,0.366,1229226,0.597,0.725,0.303,0.907,0.879,9.026,0.049,0.088,7.21,446
12059,21.2,35511,41.3,15.3,88.9,0.306,19927,0.078,0.091,0.11,0.603,0.641,8.011,0,0.269,3.87,16
12061,95.0,44772,49.1,38.5,77.4,0.302,138028,0.489,0.585,0.2,0.772,0.771,8.963,0.018,0.064,7.39,75
12063,24.6,36809,40.5,35.1,66.6,0.284,49746,0.274,0.19,0.144,0.748,0.73,8.766,0.064,0.11,9.12,49
12065,0.0,44170,44.1,50.5,58.7,0.412,14761,0.334,0.388,0.114,0.857,0.649,8.691,0,0.123,6.18,37
12067,0.0,39722,36.2,20.2,70.6,0.222,8870,0.074,0.051,0.078,0.848,0.752,8.182,0,0.085,5.25,15
12069,80.7,45035,45.6,41,74.5,0.307,297052,0.433,0.4,0.235,0.702,0.72,8.446,0.018,0.161,3.52,105
12071,94.2,47439,45.6,41.4,71,0.298,618754,0.537,0.455,0.279,0.772,0.824,9.15,0.029,0.143,4.44,166
12073,87.7,46369,29.6,61.3,59.3,0.449,275487,0.581,0.624,0.251,0.925,0.869,9.398,0.037,0.025,4.89,162
12075,8.0,34348,45,33.3,80.8,0.244,40801,0.409,0.354,0.122,0.793,0.744,8.774,0.023,0.15,7.62,54
12077,0.0,39681,37,28.7,73.6,0.346,8365,0.21,0.3,0.051,0.711,0.63,8.593,0,0.111,3.2,11
12079,20.0,33833,40.2,47.9,55,0.266,19224,0.259,0.287,0.117,0.733,0.649,8.399,0.043,0.217,6.98,23
12081,94.2,47876,45.7,43.3,73.4,0.326,322833,0.445,0.436,0.258,0.786,0.796,9.212,0.027,0.131,5.87,96
12083,69.0,39453,47.3,41.4,74,0.277,331298,0.484,0.521,0.241,0.858,0.8,8.242,0,0.104,6.9,117
12085,91.5,49846,49.7,38.2,80.3,0.363,146318,0.448,0.426,0.225,0.806,0.82,9.054,0.023,0.143,3.67,59
12086,99.6,43100,38.2,61.6,15.4,0.311,2496435,0.68,0.706,0.318,0.909,0.893,9.327,0.117,0.049,11.27,755
12087,91.3,53607,46.4,49.7,71.3,0.299,73090,0.457,0.536,0.173,0.904,0.841,8.79,0.029,0.053,1.7,255
12089,51.9,55315,42.9,25.3,87.9,0.325,73314,0.486,0.555,0.181,0.834,0.743,8.496,0.04,0.194,5.81,52
12091,87.9,54684,38.3,24.7,77.1,0.34,180822,0.516,0.354,0.198,0.874,0.861,9.42,0.07,0.06,4.8,69
12093,63.5,34570,38.6,39.4,65.7,0.2,39996,0.293,0.403,0.118,0.88,0.822,9.065,0.042,0.085,5.59,24
12095,98.0,47581,33.7,58.7,46,0.348,1145956,0.616,0.697,0.348,0.928,0.912,9.416,0.142,0.04,6.17,434
12097,92.2,43891,35.6,61.9,40.3,0.24,268685,0.311,0.332,0.195,0.883,0.854,9.218,0.045,0.075,3.59,67
12099,99.0,52432,43.5,58.2,60.1,0.354,1320134,0.618,0.628,0.323,0.876,0.856,8.879,0.043,0.107,5.55,327
12101,90.5,43888,43.6,46,80.1,0.344,464697,0.466,0.338,0.286,0.735,0.817,8.442,0.012,0.178,7.04,92
12103,99.7,45535,46.3,52.2,76.9,0.373,916542,0.553,0.527,0.275,0.867,0.849,9.42,0.06,0.088,8.6,235
12105,86.5,43113,39.8,46.1,64.6,0.289,602095,0.502,0.625,0.226,0.806,0.777,9.05,0.025,0.127,4.64,238
12107,43.8,32497,43.4,37.2,72.6,0.233,74364,0.42,0.468,0.181,0.854,0.804,8.595,0.031,0.077,7.32,68
12109,76.2,64876,42.2,30.6,85.3,0.438,190039,0.455,0.463,0.204,0.908,0.845,9.047,0.103,0.057,4.18,125
12111,96.6,43413,42.4,53.5,61.2,0.281,277789,0.391,0.352,0.2,0.784,0.789,8.854,0,0.206,6.79,63
12113,79.0,57703,39.2,23.1,85,0.355,151372,0.348,0.337,0.194,0.849,0.781,8.938,0,0.122,4.74,59
12115,95.7,49052,52.5,45.8,84.9,0.34,379448,0.485,0.485,0.256,0.774,0.744,9.086,0.028,0.181,5.74,168
12117,96.8,58175,38.2,46.2,66.3,0.422,422718,0.552,0.506,0.27,0.864,0.906,8.856,0.048,0.086,5.61,82
12119,65.0,48493,62.7,32.3,82.8,0.273,93420,0.558,0.685,0.165,0.872,0.807,9.271,0.029,0.069,3,35
12121,16.8,35698,42.2,26.9,77.7,0.244,41551,0.281,0.265,0.15,0.871,0.714,8.421,0.03,0.083,8.53,32
12123,30.7,36356,41.1,30.3,73,0.261,22570,0.227,0.26,0.107,0.803,0.682,8.706,0,0.136,5.7,16
12125,32.6,42660,39.1,24.8,71.6,0.24,15535,0.099,0.183,0.098,0.719,0.617,7.61,0,0.244,5.3,10
12127,90.1,42457,45.3,48.9,75.4,0.307,494593,0.546,0.612,0.246,0.89,0.852,9.03,0.047,0.054,6.15,249
12129,38.3,52691,38.8,35.3,79.5,0.306,30776,0.375,0.511,0.117,0.843,0.757,8.532,0.091,0.072,3.92,40
12131,36.9,43640,42.1,23.4,85.1,0.3,55043,0.272,0.195,0.159,0.825,0.724,8.457,0,0.119,5.25,47
12133,15.4,38501,40.3,25.6,78.5,0.274,24896,0.248,0.164,0.097,0.684,0.634,8.155,0,0.292,5.42,24
13001,28.6,36786,38.1,24.8,70.5,0.243,18236,0.045,0.011,0.048,0.642,0.593,7.384,0,0.273,2.91,9
13003,0.0,30049,33.4,32,57,0.182,8375,0.05,0.025,0.041,0.65,0.639,6.735,0,0.333,2.89,7
13005,30.7,33757,36.9,20.1,76,0.282,11096,0.131,0.071,0.07,0.733,0.647,6.682,0,0.2,3.87,8
13007,0.0,27353,41.6,49.9,47.6,0.297,3451,0.023,0,0.027,0.672,0.594,6.644,0,0.185,2.53,4
13009,64.9,32751,34.1,52.2,54,0.351,45720,0.256,0.07,0.121,0.865,0.868,8.437,0.05,0.224,3.81,20
13011,6.2,41141,38.4,12.6,89.8,0.26,18395,0.138,0.294,0.105,0.695,0.692,7.935,0,0.214,3.43,12
13013,69.9,53274,33.6,23.9,74.6,0.287,69367,0.359,0.197,0.214,0.68,0.777,7.842,0,0.31,3.37,16
13015,64.8,47197,36.2,23.5,79.7,0.297,100157,0.288,0.3,0.177,0.842,0.801,9.093,0.028,0.067,5.52,38
13017,66.0,28547,37.1,42.2,57.6,0.263,17634,0.212,0.036,0.141,0.846,0.785,7.773,0,0.076,2.68,9
13019,23.9,32258,38,20.5,83.2,0.287,19286,0.388,0.345,0.096,0.724,0.658,7.041,0,0.25,2.93,9
13021,85.6,37550,35.6,59.6,42.1,0.326,155547,0.511,0.477,0.226,0.952,0.899,8.981,0.068,0.069,2.7,72
13023,48.4,36073,35.9,25.8,68.9,0.297,13063,0.185,0.146,0.101,0.84,0.756,7.275,0,0.2,3.27,8
13025,0.6,36070,37.8,15.6,93.4,0.257,18411,0.115,0.006,0.102,0.742,0.643,7.046,0,0.234,3.14,11
13027,29.0,34419,40.3,46.5,58,0.257,16243,0.42,0.167,0.107,0.715,0.67,7.468,0,0.196,2.72,12
13029,47.7,64707,35.7,27.6,77.6,0.356,30233,0.23,0.161,0.144,0.819,0.796,8.87,0,0.14,3.51,15
13031,51.7,35840,25.9,39.8,65.9,0.337,70217,0.433,0.304,0.276,0.852,0.899,9.326,0,0.14,4.58,24
13033,25.0,31494,35.9,55.3,46.5,0.245,23316,0.091,0.117,0.079,0.706,0.667,8.076,0,0.176,2.62,14
13035,22.1,49754,38.1,31.6,68.5,0.202,23655,0.221,0.1,0.092,0.768,0.741,8.199,0,0.141,3.7,14
13037,0.0,26986,38.7,59.3,33.6,0.2,6694,0.057,0.042,0.059,0.535,0.498,6.569,0,0.233,4.08,7
13039,68.6,51990,31.3,35.4,71.2,0.315,50513,0.229,0.267,0.152,0.851,0.804,8.625,0.03,0.114,3.88,36
13043,33.0,35070,37.6,32.8,63.2,0.23,10998,0.029,0.009,0.024,0.648,0.549,6.765,0,0.333,3.98,8
13045,58.2,46147,33.5,30.5,72.9,0.285,110527,0.413,0.34,0.213,0.783,0.821,9.053,0.043,0.135,3.67,24
13047,71.9,47087,38.3,22.7,92.5,0.308,63942,0.268,0.569,0.157,0.881,0.847,9.278,0.1,0.106,5.25,20
13049,49.0,40111,38.2,31.8,66.7,0.22,12171,0.07,0.041,0.096,0.849,0.727,8.094,0.071,0.119,2.59,13
13051,95.5,45794,34,55.5,50.4,0.352,265128,0.434,0.505,0.196,0.909,0.873,9.299,0.082,0.057,5.32,129
13053,70.5,48758,24,49,62.9,0.264,11267,0.344,0.164,0.175,0.848,0.89,9.284,0.1,0.128,3.03,10
13055,42.4,33228,39.3,28.5,83,0.231,26015,0.132,0.049,0.146,0.654,0.663,7.365,0,0.19,3.97,12
13057,82.9,67261,36.3,20.2,81.3,0.389,214346,0.407,0.274,0.301,0.864,0.874,8.843,0,0.075,8.21,34
13059,94.1,33060,25.9,63.2,57.1,0.4,116714,0.5,0.543,0.237,0.952,0.914,9.309,0.14,0.043,4.64,50
13061,0.0,21192,45.8,61.5,37.3,0.234,3183,0.061,0.075,0.071,0.668,0.544,7.945,0,0.205,3.04,7
13063,99.1,40606,31.6,84.8,14.1,0.233,259424,0.457,0.264,0.151,0.813,0.915,9.169,0.032,0.041,4.93,33
13065,39.6,30345,36.8,34.5,66.7,0.248,6798,0.402,0.154,0.201,0.661,0.813,8.107,0.091,0.138,2.3,11
13067,99.8,63920,35.4,42.9,56.3,0.444,688078,0.521,0.51,0.329,0.933,0.912,9.58,0.078,0.035,5.86,111
13069,33.4,35693,34.8,35,61.2,0.265,42356,0.443,0.268,0.161,0.764,0.757,8.392,0,0.156,3.58,19
13071,41.1,32484,34.8,29.8,58.8,0.258,45498,0.326,0.085,0.144,0.696,0.785,8.42,0,0.175,3.54,20
13073,83.8,69306,36.8,27.9,73.8,0.422,124053,0.391,0.223,0.212,0.825,0.845,8.312,0,0.111,3.98,23
13075,40.6,34985,36.4,33.9,64.9,0.268,17212,0.073,0.004,0.097,0.57,0.562,7.573,0,0.342,3.82,12
13077,67.1,60813,36.6,27.3,72.7,0.334,127317,0.307,0.206,0.172,0.703,0.793,8.555,0,0.164,2.95,27
13079,0.0,41586,41.5,33.2,73.5,0.286,12630,0.252,0.446,0.071,0.818,0.644,7.318,0,0.158,2.85,8
13081,53.0,35240,38.1,42.8,52.1,0.307,23439,0.105,0.017,0.076,0.775,0.663,7.768,0.125,0.145,4.03,8
13083,27.9,43205,39,23.4,95,0.252,16633,0.395,0.258,0.184,0.89,0.866,9.168,0.083,0.113,4.18,11
13085,19.7,53525,40.6,12.1,93.4,0.312,22330,0.333,0.265,0.174,0.865,0.807,8.084,0,0.098,4.17,12
13087,43.5,30619,37.7,43.8,52.5,0.285,27842,0.099,0.041,0.109,0.685,0.744,7.904,0,0.262,4.36,16
13089,99.7,50856,34.3,77.9,29.4,0.423,691893,0.509,0.604,0.299,0.91,0.909,9.49,0.071,0.057,5.14,168
13091,27.8,37292,38.5,31.6,65.5,0.313,21796,0.438,0.459,0.098,0.735,0.686,7.863,0,0.217,3.08,19
13093,46.3,29012,40,53.1,43.3,0.229,14918,0.106,0.008,0.118,0.492,0.549,7.332,0,0.389,3.25,13
13095,86.0,31671,33.2,69.3,28.9,0.291,94565,0.529,0.45,0.169,0.934,0.884,9.199,0.047,0.053,4.91,43
13097,84.2,52691,35,51.5,49,0.321,132403,0.362,0.34,0.205,0.926,0.884,9.102,0.045,0.064,3.43,22
13099,34.0,28853,39.3,51.6,47.7,0.276,11008,0.09,0.048,0.085,0.729,0.664,8.623,0.091,0.132,4.27,12
13101,0.0,31375,31.4,15.7,63.3,0.155,4034,0.115,0.046,0.083,0.904,0.722,6.76,0,0.211,1.9,5
13103,32.9,63030,35.1,23.8,81,0.303,52250,0.218,0.092,0.161,0.772,0.739,7.756,0,0.2,3.68,12
13105,29.4,35817,41.1,39.1,64.2,0.231,20166,0.36,0.207,0.22,0.867,0.87,8.741,0,0.129,2.66,14
13107,33.1,32046,36.8,36.2,60.8,0.25,22598,0.147,0.053,0.135,0.523,0.527,6.977,0,0.277,3.12,16
13109,38.7,36788,35.9,35.6,56.6,0.318,11000,0.462,0.585,0.121,0.778,0.706,8.639,0.077,0.227,3.28,13
13111,0.0,34239,48.3,20.3,96.1,0.271,23682,0.225,0.168,0.159,0.757,0.728,8.082,0.053,0.079,5.17,18
13113,81.8,79977,42.4,33.7,67.8,0.431,106567,0.368,0.292,0.276,0.827,0.905,8.55,0,0.079,3.97,26
13115,63.2,40821,37.6,29.4,73.7,0.309,96317,0.42,0.329,0.206,0.894,0.865,9.276,0.143,0.057,3.43,42
13117,90.1,86569,36.9,17.8,80.3,0.464,175511,0.455,0.46,0.312,0.93,0.882,8.764,0.053,0.06,3.31,19
