FIPS,% Urban Population,Household Median Income,Median Age,2012 Vote Rate for Democrats,"% White, Non-Latino",% Professional Jobs,Total Population,% of Edits that Were Made by a Local Editor (English Wikipedia),% of Content that Was Contributed by a Local Editor (English Wikipedia),% of Users who are Local (English Wikipedia),% Human-generated (Manual) Content (English Wikipedia),% Human (Manual) Edits (English Wikipedia),Non-spatial Outlink Entropy (English Wikipedia),% of Articles that are C-class or Higher (English Wikipedia),% of Spatial Outlinks to Governmental Articles (English Wikipedia),Tag Entropy (OpenStreetMap),Page Count (English Wikipedia)
17195,62.7,47667,41.8,57.7,85.9,0.272,58498,0.372,0.571,0.141,0.701,0.655,7.642,0.082,0.189,2.9,59
17197,96.1,76147,35.4,51.1,67.2,0.362,677560,0.43,0.479,0.273,0.869,0.854,8.744,0.047,0.08,5.27,169
17199,65.2,43125,40.1,36.5,91.5,0.318,66357,0.366,0.312,0.163,0.772,0.742,8.13,0.032,0.172,5.38,63
17201,92.1,47072,38.3,52,72.5,0.3,295266,0.431,0.531,0.236,0.933,0.872,8.814,0.065,0.072,4.91,93
17203,45.1,66639,39.6,29.5,96.5,0.379,38664,0.46,0.457,0.188,0.725,0.693,7.565,0.043,0.133,2.69,45
18001,46.3,46695,34,29.2,94.6,0.245,34387,0.436,0.425,0.181,0.798,0.718,7.297,0,0.073,6.15,35
18003,88.1,49370,35.3,40.9,76.5,0.344,355329,0.504,0.539,0.237,0.907,0.879,8.724,0.058,0.032,6.39,173
18005,66.3,54165,38.2,36.2,87,0.383,76794,0.472,0.545,0.2,0.777,0.752,7.697,0.077,0.071,4.86,65
18007,0.0,48711,40.1,32.4,93.7,0.276,8854,0.546,0.72,0.188,0.703,0.604,7.641,0.027,0.083,9.67,38
18009,49.4,39225,42.4,40.7,97.2,0.212,12766,0.651,0.903,0.099,0.937,0.753,8.492,0.238,0.053,6.65,21
18011,65.6,67255,38.6,30,93.8,0.443,56640,0.484,0.609,0.247,0.684,0.725,7.378,0.042,0.108,8.59,51
18013,0.0,51568,46.7,40.3,96.8,0.329,15242,0.384,0.409,0.207,0.859,0.678,6.529,0.091,0.062,4.48,33
18015,18.6,50542,40.9,33.8,95.2,0.275,20155,0.571,0.677,0.097,0.67,0.547,7.017,0.02,0.069,6.73,46
18017,55.3,41940,38.7,38,83.7,0.246,38966,0.507,0.784,0.175,0.686,0.596,6.696,0.023,0.07,5.84,45
18019,79.5,50496,37.9,44.1,85.2,0.291,110232,0.598,0.66,0.17,0.823,0.734,8.075,0.107,0.093,5.9,87
18021,39.1,46430,39.9,33.2,97.2,0.278,26890,0.622,0.422,0.217,0.72,0.573,5.989,0.016,0.106,6.5,62
18023,50.2,48953,37.5,33.5,85.3,0.217,33224,0.588,0.827,0.157,0.658,0.52,6.862,0.021,0.066,9.53,47
18025,0.0,39700,41.8,44.5,97,0.201,10713,0.375,0.405,0.105,0.663,0.55,6.985,0.063,0.1,6.45,33
18027,39.7,47165,35.4,23.8,93.8,0.234,31648,0.377,0.343,0.147,0.647,0.59,7.367,0,0.098,4.91,41
18029,46.9,56946,40,29.2,96.9,0.274,50047,0.446,0.373,0.162,0.717,0.575,7.124,0.032,0.099,5.03,57
18031,46.2,48047,38.7,28.5,96.3,0.257,25740,0.535,0.762,0.136,0.67,0.574,6.682,0.021,0.101,8.83,49
18033,57.7,47247,38.1,33.2,95.7,0.283,42223,0.479,0.588,0.165,0.667,0.677,7.323,0.038,0.096,7.29,50
18035,77.2,37474,34.8,50.4,88.1,0.319,117671,0.53,0.672,0.267,0.82,0.842,8.345,0.054,0.059,7.28,90
18037,50.8,54780,39.9,35.2,92.6,0.279,41889,0.499,0.645,0.169,0.7,0.675,7.907,0.018,0.091,4.48,57
18039,79.4,45693,34.9,36,77.2,0.249,197559,0.491,0.625,0.276,0.82,0.85,8.308,0.106,0.058,6.98,67
18041,63.2,37391,40.8,40.3,96.4,0.252,24277,0.605,0.633,0.179,0.763,0.75,7.092,0,0.039,7.04,26
18043,79.7,53961,39.1,42,89.2,0.335,74578,0.395,0.411,0.199,0.762,0.773,8.175,0.05,0.106,4.21,44
18045,34.0,45884,41.6,31.4,96.3,0.255,17240,0.631,0.77,0.137,0.68,0.582,6.835,0.026,0.116,9.41,36
18047,11.1,49516,40,27.6,97.9,0.309,23087,0.579,0.79,0.165,0.694,0.583,6.423,0.036,0.068,3.66,55
18049,35.1,40168,40.3,32.3,93.3,0.262,20836,0.306,0.314,0.163,0.661,0.618,7.212,0,0.106,6.39,36
18051,46.4,49329,39.9,33.5,94.8,0.268,33503,0.73,0.647,0.188,0.744,0.797,7.719,0.055,0.055,5.51,54
18053,71.1,39747,39.5,38,86.5,0.289,70061,0.528,0.563,0.211,0.705,0.778,7.95,0.037,0.085,9.74,54
18055,25.2,43980,41.1,33.1,97.5,0.28,33165,0.562,0.638,0.187,0.741,0.647,6.371,0.047,0.077,6.8,64
18057,94.4,82468,35.6,32,86.4,0.513,274569,0.495,0.598,0.295,0.862,0.882,8.729,0.132,0.039,3.95,71
18059,69.6,62981,39.1,28.4,94.1,0.374,70002,0.474,0.45,0.249,0.719,0.733,7.208,0.022,0.146,5.91,46
18061,14.2,50510,40.2,37.4,96.5,0.285,39364,0.592,0.592,0.126,0.76,0.721,7.916,0.091,0.074,6.14,55
18063,82.2,68297,36.7,31.7,88.5,0.396,145448,0.578,0.687,0.248,0.765,0.805,7.602,0.018,0.114,5.24,57
18065,57.1,40679,41.4,40.1,94.9,0.284,49462,0.46,0.629,0.169,0.667,0.614,7.182,0.015,0.089,6.04,62
18067,78.5,43590,40.7,41.7,87.1,0.3,82752,0.483,0.523,0.25,0.868,0.818,7.996,0.039,0.037,5.42,45
18069,49.0,46148,39,29.2,96.1,0.268,37124,0.458,0.722,0.183,0.739,0.715,7.507,0.043,0.076,4.85,50
18071,56.3,46501,38.7,34.9,91.6,0.264,42376,0.466,0.656,0.172,0.785,0.662,7.792,0.016,0.057,5.7,58
18073,32.0,57500,38,36.2,92.6,0.271,33478,0.418,0.662,0.185,0.744,0.592,7.203,0.021,0.092,5.49,48
18075,44.3,40235,39,38.8,95.8,0.231,21253,0.528,0.77,0.134,0.728,0.533,6.736,0.021,0.082,8.38,48
18077,54.9,43795,39.7,43.7,93.9,0.262,32428,0.361,0.42,0.168,0.832,0.713,8.076,0.071,0.084,5.33,46
18079,39.8,44128,38.4,37.3,95.9,0.255,28525,0.263,0.451,0.105,0.697,0.561,6.786,0.031,0.036,5.61,32
18081,86.1,61231,36.8,29.8,92.3,0.351,139654,0.384,0.557,0.23,0.72,0.768,8.005,0,0.176,5.74,50
18083,63.8,42119,38.5,34.5,94.1,0.27,38440,0.455,0.459,0.17,0.74,0.75,8.2,0.104,0.122,8.17,46
18085,53.4,50859,37.7,22.8,89.9,0.275,77358,0.563,0.721,0.246,0.705,0.674,7.694,0.062,0.173,6.67,64
18087,8.4,47617,30.4,31.1,95,0.208,37128,0.25,0.344,0.176,0.718,0.587,6.259,0.026,0.082,6.52,39
18089,96.0,49035,37.4,64.9,55.3,0.295,496005,0.517,0.578,0.255,0.856,0.868,8.679,0.086,0.067,7.98,160
18091,64.4,47538,39.6,55.2,81.4,0.272,111467,0.439,0.632,0.225,0.757,0.731,7.631,0.033,0.111,8.99,90
18093,41.6,42627,41.6,32.4,96.6,0.278,46134,0.5,0.791,0.2,0.825,0.683,6.831,0,0.037,7.24,58
18095,76.9,43120,39.2,46.6,86.3,0.283,131636,0.522,0.634,0.25,0.716,0.732,8.065,0.023,0.127,7.31,87
18097,99.4,42334,33.9,60.2,59.5,0.34,903393,0.606,0.652,0.303,0.937,0.895,9.255,0.207,0.025,4.49,454
18099,36.7,45709,38.4,34.6,89.5,0.268,47051,0.366,0.41,0.232,0.715,0.734,7.85,0,0.104,4.4,44
18101,27.7,44740,41.8,28.5,98,0.305,10334,0.329,0.413,0.148,0.749,0.635,7.483,0.031,0.074,4.62,32
18103,53.5,42023,39.5,33.1,90.3,0.236,36903,0.472,0.72,0.171,0.728,0.614,7.822,0.038,0.081,5.45,57
18105,78.8,40052,27.7,56.9,86.1,0.428,137974,0.508,0.704,0.29,0.917,0.885,8.768,0.187,0.04,5.9,92
18107,47.2,46797,39.4,29.6,92.8,0.262,38124,0.475,0.64,0.186,0.684,0.731,7.523,0.088,0.103,6.53,56
18109,50.9,55354,39.9,28.2,96.9,0.282,68894,0.487,0.757,0.205,0.704,0.633,6.956,0.016,0.108,6.08,61
18111,0.0,50262,42.4,39.1,93.3,0.206,14244,0.235,0.477,0.104,0.667,0.608,7.618,0.029,0.144,5.64,34
18113,32.0,47117,37.1,32.2,88.6,0.234,47536,0.408,0.676,0.181,0.602,0.654,6.891,0.025,0.186,5.7,39
18115,0.0,50377,43.7,35.3,97.4,0.221,6128,0.384,0.666,0.091,0.745,0.608,6.895,0,0.059,2.63,9
18117,16.5,38826,40.8,37.9,96.5,0.242,19840,0.305,0.397,0.106,0.785,0.688,7.933,0.152,0.063,4.51,33
18119,0.0,43950,42.4,34.8,97.3,0.243,21575,0.299,0.632,0.147,0.75,0.548,7.166,0.032,0.056,6.58,30
18121,25.0,43870,41.3,32.4,95.4,0.232,17339,0.702,0.748,0.135,0.86,0.701,6.427,0.04,0.053,4.57,99
18123,45.0,47596,40.4,54.8,95.3,0.201,19338,0.225,0.376,0.164,0.729,0.699,8.038,0.03,0.079,6.25,31
18125,0.0,40680,42.8,35.9,97.7,0.231,12845,0.386,0.594,0.091,0.686,0.537,7.389,0.071,0.073,4.48,27
18127,79.2,62794,38.4,51,85.9,0.333,164343,0.472,0.562,0.234,0.887,0.839,8.68,0.079,0.062,7.43,100
18129,33.2,58750,41.6,37.1,96.7,0.29,25910,0.354,0.442,0.125,0.812,0.724,8.608,0.1,0.072,4.68,37
18131,19.1,44764,41.7,35.2,95.7,0.276,13402,0.498,0.771,0.131,0.678,0.489,6.242,0.043,0.054,6.64,22
18133,35.2,50821,37.9,32.6,92.5,0.301,37963,0.378,0.516,0.18,0.671,0.792,8.061,0.053,0.212,8.36,37
18135,38.1,40904,40.8,37,95.1,0.269,26171,0.469,0.56,0.169,0.607,0.736,7.063,0.057,0.107,6.92,31
18137,16.8,47537,39.2,29.5,96.7,0.264,28818,0.26,0.588,0.127,0.602,0.587,6.488,0.028,0.115,5.46,36
18139,38.8,47401,40.6,31.6,96.8,0.3,17392,0.236,0.526,0.125,0.684,0.588,7.115,0,0.135,9.1,33
18141,91.0,44582,36.2,51,75.6,0.342,266931,0.48,0.544,0.282,0.852,0.893,9.042,0.081,0.081,5.7,111
18143,47.3,42898,39.3,45.9,97.1,0.223,24181,0.241,0.491,0.095,0.624,0.684,7.481,0,0.17,5.31,18
18145,48.0,51440,39.9,32,93.7,0.267,44436,0.297,0.696,0.157,0.689,0.643,7.049,0.057,0.122,6.85,36
18147,0.0,52991,41.9,41.4,95.9,0.272,20952,0.312,0.659,0.127,0.789,0.709,8.609,0.132,0.119,6.07,41
18149,17.6,40126,40.4,43.5,95.1,0.237,23363,0.325,0.477,0.155,0.728,0.602,7.364,0.071,0.064,6.51,28
18151,32.8,48080,40.2,35.4,95.1,0.263,34185,0.453,0.654,0.182,0.708,0.708,7.911,0.065,0.086,7.93,34
18153,21.0,43510,39.8,38.5,92.8,0.267,21475,0.506,0.715,0.133,0.676,0.58,6.962,0.038,0.061,6.67,53
18155,0.0,44143,39.1,42.3,97.2,0.165,10613,0.265,0.564,0.098,0.718,0.544,7.158,0,0.057,2.87,16
18157,85.5,44246,27.7,47,80.4,0.389,172780,0.512,0.604,0.257,0.876,0.871,8.742,0.087,0.031,8.09,104
18159,38.4,52686,42.6,33,96.4,0.276,15936,0.355,0.765,0.122,0.722,0.61,7.12,0.105,0.123,7.44,19
18161,0.0,44161,40.3,32.8,96.9,0.302,7516,0.399,0.65,0.12,0.536,0.517,6.455,0.071,0.063,5.23,12
18163,90.8,43540,37.5,43.7,85.2,0.297,179703,0.579,0.609,0.209,0.904,0.894,8.474,0.034,0.033,5.86,89
18165,39.6,42524,41.9,45.3,97.8,0.227,16212,0.509,0.668,0.177,0.742,0.648,7.227,0.029,0.068,6.03,37
18167,76.2,40692,36.1,49.5,86.7,0.317,107848,0.536,0.738,0.219,0.887,0.859,7.904,0.063,0.052,9.18,129
18169,50.0,45286,41.2,30.9,95.4,0.285,32888,0.424,0.622,0.167,0.68,0.7,7.229,0.029,0.09,6.19,33
18171,22.9,52317,42.4,34.9,97.8,0.249,8508,0.829,0.887,0.155,0.864,0.826,7.197,0.058,0.032,8.29,53
18173,70.7,62351,39.7,35.7,94,0.343,59689,0.442,0.465,0.195,0.643,0.683,8.516,0.051,0.085,5.87,39
18175,23.2,41986,39.2,36.4,97.4,0.238,28262,0.519,0.619,0.128,0.65,0.656,8.052,0.098,0.089,5.3,41
18177,67.0,38350,40.2,41.6,89,0.303,68917,0.499,0.499,0.213,0.757,0.781,8.117,0.056,0.106,5.55,71
18179,49.4,48136,40.2,26.6,96.3,0.268,27636,0.414,0.679,0.16,0.546,0.6,6.49,0.029,0.092,6.07,35
18181,32.0,51444,41.9,36.7,91.2,0.262,24643,0.348,0.554,0.168,0.615,0.618,6.856,0.059,0.098,8.47,38
18183,28.8,51914,40.1,29.5,96.6,0.243,33292,0.41,0.664,0.199,0.703,0.727,6.881,0.077,0.101,5.79,26
19001,0.0,47892,45.3,45.2,97.7,0.283,7682,0.236,0.33,0.116,0.787,0.583,7.213,0,0.469,3.46,34
19003,0.0,45871,46.7,47.2,97.3,0.322,4029,0.027,0.009,0.056,0.691,0.472,6.467,0,0.494,5.14,20
19005,26.0,48831,44,51.5,93,0.304,14330,0.38,0.371,0.111,0.83,0.675,7.576,0.017,0.321,2.56,60
19007,41.7,39208,44.2,47.5,96.8,0.308,12887,0.42,0.326,0.135,0.697,0.572,7.158,0,0.476,4.17,43
19009,0.0,48313,47,46.8,98.2,0.327,6119,0.021,0,0.033,0.687,0.46,6.866,0.045,0.511,4.08,23
19011,19.3,56669,40.9,49.1,97.4,0.312,26076,0.358,0.551,0.1,0.548,0.554,7.574,0,0.312,4.87,47
19013,86.5,45747,34.4,59.4,83.9,0.307,131090,0.419,0.326,0.237,0.83,0.817,8.415,0.059,0.203,7.17,85
19015,49.4,51826,40.8,52.4,95.8,0.315,26306,0.182,0.073,0.152,0.728,0.615,7.642,0.022,0.507,2.69,45
19017,35.5,61216,39.3,50.8,96.6,0.367,24276,0.266,0.078,0.173,0.662,0.681,7.084,0.059,0.425,6.6,34
19019,31.5,55553,39,56.3,97.1,0.301,20958,0.298,0.226,0.154,0.771,0.746,8.251,0.038,0.333,4.81,52
19021,56.1,46951,37.1,44.3,67.9,0.255,20260,0.163,0.13,0.144,0.661,0.569,6.991,0,0.539,2.75,39
19023,0.0,52026,43.8,44.2,97.9,0.275,14867,0.317,0.154,0.176,0.634,0.563,6.516,0,0.52,6.91,32
19025,0.0,44484,47.8,43,97.9,0.306,9670,0.17,0.01,0.122,0.581,0.47,6.409,0,0.571,2.73,32
19027,48.0,48361,42.3,46.4,96.7,0.272,20816,0.246,0.18,0.139,0.628,0.56,6.918,0,0.543,1.92,39
19029,46.4,43481,45.1,39.8,96.7,0.288,13956,0.207,0.016,0.116,0.646,0.536,7.419,0,0.445,5.36,35
19031,16.6,58088,42.4,51.6,96.7,0.3,18499,0.268,0.263,0.124,0.765,0.67,7.731,0.022,0.33,4.67,45
19033,79.4,44795,43.3,56.1,92.6,0.299,44151,0.312,0.25,0.164,0.787,0.778,8.17,0.037,0.307,6.43,54
19035,38.6,48977,47,41.2,95.7,0.297,12072,0.264,0.048,0.186,0.655,0.568,6.593,0,0.492,5.68,30
19037,26.5,43971,43.7,55,96.9,0.28,12439,0.059,0.006,0.102,0.645,0.455,6.916,0,0.551,5.46,30
19039,51.9,43216,40.2,49.7,88.4,0.251,9286,0.046,0.04,0.066,0.733,0.457,6.135,0,0.486,1.5,20
19041,65.7,49035,42.5,40,95.1,0.267,16667,0.175,0.125,0.148,0.722,0.526,6.967,0,0.493,0.85,35
19043,3.4,47494,45,52.8,96.9,0.271,18129,0.353,0.209,0.115,0.671,0.559,7.399,0.026,0.389,3.21,73
19045,67.8,49559,41.4,60.8,92.5,0.274,49116,0.472,0.441,0.195,0.858,0.721,7.636,0.027,0.346,2.94,74
19047,48.2,46548,38.4,45.4,73.4,0.265,17096,0.14,0.039,0.099,0.583,0.422,6.827,0,0.595,5.77,44
19049,69.4,73847,34.3,43.6,88.7,0.476,66135,0.27,0.151,0.176,0.718,0.667,8.072,0,0.384,2.61,55
19051,0.0,45040,38.6,40.6,97.7,0.306,8753,0.132,0.019,0.028,0.767,0.508,7.24,0,0.242,2.5,29
19053,0.0,36326,38.2,47,94,0.328,8457,0.144,0.077,0.148,0.706,0.582,6.951,0,0.279,4.85,33
19055,28.5,54076,42.1,49.4,98,0.269,17764,0.157,0.032,0.108,0.687,0.536,7.217,0.024,0.24,1.99,40
19057,73.3,42451,41.5,58.6,89.4,0.279,40325,0.314,0.26,0.123,0.838,0.778,8.305,0.056,0.191,5.87,36
19059,65.0,56136,48.1,40.4,97.5,0.331,16667,0.305,0.174,0.22,0.715,0.622,6.527,0.056,0.306,3.53,36
19061,73.0,51475,38.6,56.6,92.9,0.337,93653,0.505,0.563,0.198,0.836,0.799,8.517,0.027,0.174,3.5,113
19063,60.1,48601,41,44.9,90.5,0.245,10302,0.033,0.002,0.073,0.745,0.534,6.531,0.036,0.274,2.46,28
19065,29.4,45542,43.2,55.4,95.7,0.313,20880,0.359,0.191,0.157,0.74,0.63,7.293,0,0.261,4.26,50
19067,47.3,43826,43.3,56.8,94.7,0.311,16303,0.242,0.17,0.12,0.735,0.565,7.313,0,0.208,5.1,33
19069,39.8,48355,42.8,44,87.4,0.259,10680,0.028,0.002,0.065,0.712,0.532,7.126,0,0.249,6.09,35
19071,0.0,50520,45.1,44.8,95.7,0.358,7441,0.036,0.029,0.081,0.681,0.572,7.052,0.031,0.275,5.69,33
19073,41.8,45865,45.6,49.3,96.6,0.32,9336,0.125,0.014,0.176,0.589,0.563,7.352,0.056,0.529,1.94,17
19075,0.0,56827,43,38,97.9,0.312,12453,0.033,0.012,0.081,0.48,0.483,6.342,0,0.687,11.64,14
19077,0.0,50609,44.8,43.9,96.7,0.319,10954,0.065,0.019,0.065,0.635,0.578,7.489,0.105,0.485,1.88,18
19079,49.5,43589,42.3,48,91.5,0.306,15673,0.107,0.012,0.066,0.475,0.478,7.048,0,0.714,3.01,15
19081,30.0,50105,44.8,42.6,94.7,0.299,11341,0.04,0.053,0.072,0.754,0.486,6.664,0.031,0.199,4.1,32
19083,28.9,49342,43.7,45.8,93.7,0.322,17534,0.193,0.042,0.097,0.649,0.594,7.536,0,0.551,6,38
19085,18.9,54583,42.9,43,97.3,0.323,14928,0.184,0.185,0.089,0.597,0.584,7.604,0,0.448,5.06,26
19087,42.9,46376,40.2,46.3,90.1,0.294,20145,0.167,0.078,0.085,0.627,0.63,7.689,0.061,0.573,5.77,33
19089,37.0,46429,42.1,59.8,97.4,0.28,9566,0.226,0.038,0.122,0.641,0.65,7.532,0,0.521,5.2,13
19091,53.4,47897,44.3,38.4,94.6,0.321,9815,0.374,0.592,0.122,0.726,0.589,7.481,0,0.261,2.71,36
19093,0.0,43449,44.8,36.3,97.4,0.323,7089,0.061,0.014,0.079,0.609,0.475,7.193,0.1,0.493,5.34,9
19095,17.8,58008,42.4,46.9,96.7,0.327,16355,0.255,0.11,0.121,0.701,0.646,7.903,0,0.426,4.91,22
19097,46.7,46467,44,57.8,96.9,0.265,19848,0.332,0.216,0.153,0.656,0.665,7.651,0.063,0.52,2.28,32
19099,42.5,50513,41.6,52.8,95.8,0.295,36842,0.204,0.19,0.136,0.649,0.681,7.994,0,0.523,3.51,36
19101,61.3,48814,43.5,56.8,86.3,0.385,16843,0.802,0.776,0.159,0.843,0.882,8.451,0.231,0.324,4.54,27
19103,81.5,53424,29.3,66.9,83.1,0.449,130882,0.483,0.555,0.278,0.866,0.869,8.463,0.029,0.171,4.44,102
19105,42.0,55041,42.7,53.2,95.5,0.292,20638,0.349,0.28,0.178,0.687,0.64,7.756,0,0.488,2.26,31
19107,0.0,42167,43.8,44,97.9,0.279,10511,0.216,0.03,0.135,0.552,0.548,7.628,0,0.621,2.03,24
19109,34.4,51812,46.6,43.3,97.3,0.329,15543,0.267,0.109,0.164,0.532,0.598,7.049,0,0.572,2.53,28
19111,59.4,42469,42.6,57.2,91.6,0.244,35862,0.369,0.475,0.136,0.816,0.751,7.754,0.043,0.211,3.86,54
19113,87.3,57260,36.5,58.1,89.3,0.376,211226,0.431,0.47,0.262,0.821,0.838,8.188,0.049,0.204,6.09,103
19115,0.0,50583,39.8,49.8,81.8,0.261,11387,0.027,0.024,0.063,0.523,0.555,7.768,0,0.395,3.4,19
19117,43.8,43288,44.1,46.3,98,0.231,8898,0.152,0.018,0.112,0.654,0.692,7.419,0,0.524,2.86,15
19119,0.0,52152,38.7,21.9,97.3,0.337,11581,0.242,0.088,0.123,0.566,0.618,7.632,0,0.52,6.19,16
19121,32.2,57581,39.8,43.1,97.2,0.367,15679,0.213,0.162,0.125,0.587,0.638,7.552,0,0.504,2.47,23
19123,56.1,47967,38.9,39,94.9,0.294,22381,0.264,0.117,0.232,0.653,0.639,7.58,0.031,0.528,2.77,32
19125,51.3,54723,38.6,42.6,95.6,0.344,33309,0.223,0.074,0.151,0.69,0.74,7.789,0.059,0.464,1.97,33
19127,66.1,51555,39.6,53.9,78.2,0.299,40648,0.392,0.449,0.222,0.589,0.658,7.883,0.053,0.516,6.32,37
19129,40.4,63076,41.2,39.6,95.6,0.338,15059,0.219,0.132,0.102,0.638,0.609,7.729,0,0.558,6.22,17
19131,32.8,51078,44,50.7,98,0.304,10776,0.196,0.136,0.131,0.665,0.665,7.807,0,0.573,5.8,19
19133,28.8,42025,47.5,44.6,96.3,0.289,9243,0.043,0.008,0.077,0.523,0.456,7.253,0.056,0.533,6.69,18
19135,44.8,45997,42.1,45.5,96.3,0.346,7970,0.1,0.057,0.108,0.713,0.604,7.647,0,0.373,2.05,12
19137,52.1,44281,44.6,38.4,95.6,0.312,10740,0.257,0.096,0.14,0.669,0.643,7.46,0,0.532,6.23,19
19139,74.4,51425,38.2,56.8,80.8,0.268,42745,0.316,0.398,0.175,0.785,0.729,7.623,0.053,0.297,4.07,39
19141,33.7,48185,43.6,26.9,94.5,0.29,14398,0.404,0.44,0.167,0.665,0.628,7.283,0,0.566,4.73,14
19143,41.6,48659,43.5,28.6,91.9,0.306,6462,0.074,0.013,0.098,0.555,0.514,6.842,0,0.58,5.25,9
19145,66.6,43010,43.7,36.9,92.7,0.332,15932,0.203,0.039,0.134,0.523,0.596,7.408,0.053,0.527,6.29,21
19147,38.5,44663,43.9,43.7,96.7,0.297,9421,0.102,0.065,0.08,0.526,0.554,7.052,0,0.663,2.38,14
19149,37.1,58888,41.2,32.1,95.2,0.314,24986,0.307,0.082,0.153,0.674,0.756,8.523,0,0.402,6.32,27
19151,0.0,44073,47.6,38,96.3,0.333,7310,0.057,0.044,0.062,0.635,0.607,7.915,0,0.542,3.3,14
19153,95.1,59018,34.7,56.4,80.7,0.393,430640,0.488,0.604,0.25,0.909,0.877,8.388,0.035,0.093,3.88,227
19155,73.6,51304,38.5,46.4,89.7,0.292,93158,0.309,0.335,0.123,0.72,0.752,8.718,0.039,0.222,6.01,49
19157,48.0,50349,41,53.8,93.6,0.353,18914,0.309,0.2,0.163,0.64,0.678,7.522,0,0.398,5.46,17
19159,0.0,44551,45.6,45.8,96.8,0.372,5131,0.089,0.03,0.08,0.387,0.461,6.785,0,0.69,5.23,14
19161,0.0,48093,46.6,40.3,96.9,0.293,10350,0.259,0.07,0.124,0.562,0.622,7.228,0,0.633,2.53,17
19163,86.5,52735,37.7,56.3,82.8,0.361,165224,0.711,0.861,0.197,0.924,0.783,7.161,0.098,0.086,6.15,396
19165,40.6,48783,45.4,38.2,96.7,0.317,12167,0.35,0.175,0.154,0.506,0.583,7.399,0,0.612,5.17,18
19167,49.2,57227,32.7,15.6,89.3,0.319,33704,0.464,0.376,0.249,0.756,0.742,8.266,0,0.292,3.91,33
19169,83.1,50516,26.7,55.8,86.9,0.444,89542,0.456,0.507,0.251,0.816,0.845,8.574,0.029,0.224,3.93,69
19171,27.6,51670,41.8,53,83.7,0.292,17767,0.278,0.184,0.131,0.546,0.572,7.336,0,0.527,6.94,45
19173,0.0,43804,44.6,42.3,93,0.309,6317,0.074,0.118,0.092,0.451,0.479,7.149,0,0.598,4.91,15
19175,60.8,44838,40.9,51.3,96,0.258,12534,0.038,0.01,0.066,0.517,0.536,7.087,0,0.575,5.28,15
19177,0.0,43181,43.3,39.5,97.4,0.253,7570,0.048,0.025,0.104,0.546,0.451,7.205,0,0.561,2.19,17
19179,69.5,41425,39.8,55.1,87.5,0.25,35625,0.393,0.669,0.174,0.867,0.754,7.703,0.151,0.198,3.1,54
19181,58.0,62535,38.3,48.4,95.8,0.359,46225,0.25,0.128,0.19,0.674,0.661,7.848,0.024,0.429,2.5,38
19183,30.5,54554,41.6,46.7,92.7,0.334,21704,0.229,0.09,0.149,0.64,0.694,7.705,0,0.439,8.5,23
19185,0.0,40024,45.3,43.3,97.5,0.33,6403,0.108,0.057,0.071,0.512,0.473,6.74,0,0.532,5.71,12
19187,66.1,41624,40,52.2,90,0.287,38013,0.252,0.149,0.155,0.694,0.661,7.938,0.048,0.381,3.18,42
19189,33.9,45603,43.5,49.3,94.3,0.289,10866,0.163,0.063,0.147,0.508,0.659,7.305,0,0.613,3.78,12
19191,41.0,53122,39.4,56.7,95.7,0.355,21056,0.21,0.108,0.178,0.752,0.776,8.345,0.086,0.304,4.31,35
19193,82.5,45856,35.1,49.3,77.6,0.271,102172,0.423,0.403,0.178,0.822,0.825,9.018,0.027,0.185,6.01,76
19195,0.0,50476,43.8,56.6,96.5,0.275,7598,0.147,0.05,0.109,0.547,0.507,7.209,0,0.657,5.82,14
19197,43.2,45205,44.4,45.3,88.7,0.306,13229,0.311,0.04,0.149,0.64,0.667,7.305,0.067,0.56,3.12,16
20001,42.8,40554,40.8,35.3,91.9,0.292,13371,0.425,0.464,0.097,0.769,0.625,7.125,0.027,0.266,5.91,37
20003,41.2,41713,42.1,28.6,96,0.301,8102,0.374,0.267,0.081,0.741,0.606,6.605,0,0.353,5.12,29
20005,65.8,45212,36.3,38.3,89.5,0.346,16924,0.303,0.167,0.17,0.83,0.769,7.881,0.028,0.273,7.97,36
20007,0.0,45920,45.8,20.7,94.8,0.342,4861,0.262,0.098,0.055,0.748,0.519,6.64,0,0.382,3.74,41
20009,68.2,44981,39.7,22.4,83.4,0.32,27674,0.473,0.388,0.143,0.833,0.72,7.833,0.039,0.179,7.36,52
20011,52.0,39591,38.2,31.9,92,0.302,15173,0.354,0.305,0.109,0.75,0.699,7.392,0.063,0.292,5.77,32
20013,31.6,39968,41.9,26.9,84,0.319,9984,0.423,0.314,0.121,0.703,0.627,6.475,0,0.462,4.04,29
20015,59.5,56454,37.2,28,91,0.359,65880,0.489,0.481,0.156,0.849,0.807,7.886,0.013,0.104,7.57,80
20017,0.0,36815,45.6,27.8,93.1,0.311,2790,0.585,0.472,0.075,0.901,0.764,7.367,0,0.103,3.7,27
20019,0.0,39529,48.2,17.2,89.7,0.255,3669,0.198,0.146,0.051,0.707,0.539,6.569,0.04,0.526,3.98,25
20021,50.9,39746,40.5,34.2,89.2,0.293,21603,0.268,0.212,0.086,0.804,0.729,7.682,0,0.269,9.16,49
20023,0.0,37875,50,16.2,93.3,0.341,2726,0.19,0.013,0.104,0.816,0.565,6.995,0,0.439,3.63,15
